"EC reference","Entity name","Entity type","Regulated donee type","Rec'd by (AU)","Reported under 62:12","Is sponsorship","Donor name","Donor type","Company reg. no.","Postcode","Type of donation","Nature / Provision","Purpose","How dealt with","Value","Received date","Accepted date","Reported date","Reported pre or post poll","Entity ID","Accounting unit ID",
"C0105163","Mr Chuka Umunna MP","Regulated Donee","MP - Member of Parliament","",,,"Lance Mason Ltd, 5-7 Towers Court","Company",":07123287","BB2 2JQ","Cash","","","","£2,500.00","17/07/2014","17/07/2014","29/07/2014",,"1844","",
"C0105164","Mr Chuka Umunna MP","Regulated Donee","MP - Member of Parliament","",,,"Grosvenor UK Ltd, 3 Darkes Lane","Company",":05632040","EN6 1AG","Cash","","","","£5,000.00","06/08/2014","06/08/2014","29/07/2014",,"1844","",
"C0105165","Mr Chuka Umunna MP","Regulated Donee","MP - Member of Parliament","",,,"Henley Homes Plc, 103 Union Street","Company",":836513","SE1 0LA","Cash","","","","£5,000.00","13/08/2014","13/08/2014","29/07/2014",,"1844","",
"C0105166","Mr Chuka Umunna MP","Regulated Donee","MP - Member of Parliament","",,,"Signature Tax Ltd, 24 Queen Street","Company",":08281817","M2 5HX","Cash","","","","£2,500.00","18/08/2014","18/08/2014","29/07/2014",,"1844","",
"V0105167","Mr John Whittingdale MP","Regulated Donee","MP - Member of Parliament","",,,"The Taipei Representative Office in the UK (TRO), 50 Grosvenor Gardens","Other","","SW1W 0EB","Visit","","As part of the British-Taiwanese APPG, to promote the understanding of Taiwan and strengthen UK-Taiwan relations.","","£3,300.00",,"26/07/2014","06/08/2014",,"1042","",
"C0105185","Mr David Warburton","Regulated Donee","Candidate","",,,"United & Cecil Club, 18 Thorney Lane","Unincorporated Association","","SL0 9JY","Cash","","","","£2,500.00","12/07/2014","01/08/2014","12/08/2014",,"2225","",
"C0105194","Mr William Goodhand","Regulated Donee","Candidate","",,,"Mr Chris Foster","Individual","","","Cash","","","","£5,500.00","21/07/2014","18/08/2014","29/08/2014",,"2365","",
"C0105279","Yes Scotland Limited","Permitted Participant","","","62:12",,"Mr William Tait Senior","Individual","","","Cash","","","","£100,000.00","22/08/2014","22/08/2014","11/09/2014","Pre","2209","",
"C0105280","Yes Scotland Limited","Permitted Participant","","","62:12",,"Sir George Mathewson","Individual","","","Cash","","","","£20,000.00","28/08/2014","28/08/2014","11/09/2014","Pre","2209","",
"C0106230","Conservative Party","Political Party","","Suffolk West",,,"Ms Kirsten Rausing","Individual","","","Cash","","","","£7,250.00","11/08/2014","11/08/2014","30/07/2014",,"52","1628",
"C0106232","NO2EU [De-registered 01/11/14]","Political Party","","",,,"Communist Party of Britain, Ruskin House","Registered Political Party","","CR0 1BD","Cash","","","","£200.00","21/04/2014","02/05/2014","30/09/2014",,"2164","",
"C0106233","NO2EU [De-registered 01/11/14]","Political Party","","",,,"National Union of Rail Maritime & Transport Workers, Unity House","Trade Union","","NW1 1JD","Cash","","","","£90.00","14/04/2014","02/05/2014","30/09/2014",,"2164","",
"C0106234","NO2EU [De-registered 01/11/14]","Political Party","","",,,"Mr Stuart Hyslop","Individual","","","Cash","","","","£25.00","11/04/2014","02/05/2014","30/09/2014",,"2164","",
"C0106235","NO2EU [De-registered 01/11/14]","Political Party","","",,,"RMT Bridgend & Llantrisant Branch, c/o Unity House","Trade Union","","NW1 1JD","Cash","","","","£274.89","19/04/2014","02/05/2014","30/09/2014",,"2164","",
"C0106236","NO2EU [De-registered 01/11/14]","Political Party","","",,,"RMT Wigan  Branch, c/o Unity House","Trade Union","","NW1 1JD","Cash","","","","£50.00","04/04/2014","02/05/2014","30/09/2014",,"2164","",
"C0106237","NO2EU [De-registered 01/11/14]","Political Party","","",,,"RMT Penzance No 1 Branch, c/o Unity House","Trade Union","","NW1 1JD","Cash","","","","£100.00","10/04/2014","29/05/2014","30/09/2014",,"2164","",
"C0106238","Mr Nigel Adams MP","Regulated Donee","MP - Member of Parliament","",,,"What Group Ltd, Apollo Houese","Company",":06686870","YO31 7RE","Cash","","","","£4,000.00","27/06/2014","28/06/2014","11/09/2014",,"1627","",
"C0106242","Mr Nigel Adams MP","Regulated Donee","MP - Member of Parliament","",,,"Commercial Services Design Ltd, Unit 5 Woodside Court","Company",":8183937","LS16 6RF","Cash","","","","£4,800.00","01/09/2014","02/09/2014","11/09/2014",,"1627","",
"V0106243","The Rt Hon Douglas Alexander MP","Regulated Donee","MP - Member of Parliament","",,,"The Aspen Institute, One Dupont Circle NW","Other","","xx0 0xx","Visit","","To take part in the Aspen Strategy Group 2014.","","£3,606.00",,"08/08/2014","10/09/2014",,"1616","",
"C0106244","The Rt Hon Nick Clegg MP","Regulated Donee","MP - Member of Parliament","",,," Nicholas Clegg","Individual","","","Cash","","","","£5,000.00","08/08/2014","08/08/2014","03/09/2014",,"1358","",
"C0106245","The Rt Hon Nick Clegg MP","Regulated Donee","MP - Member of Parliament","",,," Muhammad Zahur","Individual","","","Cash","","","","£5,000.00","08/08/2014","08/08/2014","03/09/2014",,"1358","",
"C0106246","Mr Michael Ellis MP","Regulated Donee","MP - Member of Parliament","",,," James Kaberry Kaberry","Individual","","","Cash","","","","£10,000.00","04/09/2014","08/09/2014","09/09/2014",,"1519","",
"V0106247","Sir Edward Garnier QC MP","Regulated Donee","MP - Member of Parliament","",,,"Australia Israel Cultural Exchange, Suite 836","Other","","VIC 3004","Visit","","Participation in the Australia Israel UK Leadership Dialogue. This included 
discussions on the Middle East peace process and security in the region","","£1,586.56",,"25/07/2014","09/09/2014",,"1112","",
"V0106248","Mr Mark Hendrick MP","Regulated Donee","MP - Member of Parliament","",,,"The Taipei Representative Office in the UK (TRO), 50 Grosvenor Gardens","Other","","SW1W 0EB","Visit","","As part of the British-Taiwanese APPG, to promote the understanding of 
Taiwan and strengthen UK-Taiwan relations.","","£3,300.00",,"26/07/2014","01/09/2014",,"1419","",
"C0106251","The Rt Hon Norman Lamb MP","Regulated Donee","MP - Member of Parliament","",,,"Dr Anthony Hare","Individual","","","Cash","","","","£10,000.00","29/08/2014","29/08/2014","15/09/2014",,"2081","",
"C0106252","Dr Caroline Lucas MP","Regulated Donee","MP - Member of Parliament","",,," Bevis Gillett","Individual","","","Cash","","","","£6,000.00","01/08/2014","01/08/2014","01/09/2014",,"1864","",
"C0106253","Dr Caroline Lucas MP","Regulated Donee","MP - Member of Parliament","",,,"Ms Cathy Debenham Debenham","Individual","","","Cash","","","","£5,000.00","11/08/2014","13/08/2014","01/09/2014",,"1864","",
"V0106254","Mr Ian Lucas MP","Regulated Donee","MP - Member of Parliament","",,,"Australia Israel Cultural Exchange, c/o Australia Israel UK Leadership Dialogue","Other","","VIC 3004","Visit","","Participation in the Australia UK Israel Leadership Council in my capacity as 
Shadow Minister for the region including discussions with Israeli politicians and 
representatives of the Palestinian Authority in Ramallah to discuss security and the peace 
pr","","£1,586.56",,"25/07/2014","28/08/2014",,"1643","",
"C0106255","Mr Jason McCartney MP","Regulated Donee","MP - Member of Parliament","",,,"Camira Fabrics Ltd, Meltham Mills","Company",":02215654","HD9 4AY","Cash","","","","£3,565.00","17/09/2014","17/09/2014","17/09/2014",,"1628","",
"V0106256","The Rt Hon Anne McGuire MP","Regulated Donee","MP - Member of Parliament","",,,"Australia Israel Cultural Exchange, Suite 836","Other","","VIC 3004","Visit","","participation in the Australia Israel UK Leadership Dialogue. This included 
discussions on the Middle East peace process and security in the region.","","£1,586.56",,"25/07/2014","10/09/2014",,"1589","",
"C0106258","Ms Anne Marie Morris MP","Regulated Donee","MP - Member of Parliament","",,,"Mr Tim Butcher Butcher","Individual","","","Cash","","","","£2,500.00","31/07/2014","31/07/2014","28/08/2014",,"1841","",
"V0106259","Mr Jim Sheridan MP","Regulated Donee","MP - Member of Parliament","",,,"Farm Labor Organising Committee, AFL-CIO, 4354 US Hwy","Other","","zz0 0zz","Visit","","To meet with tobacco workers and american trade union officials to discuss 
issues of mutual interest with regards to UK based companies supply chains.","","£2,735.87",,"25/07/2014","02/09/2014",,"1472","",
"V0106260","The Rt Hon John Spellar MP","Regulated Donee","MP - Member of Parliament","",,,"Australia Israel Cultural Exchange, Suite 836","Other","","VIC 3004","Visit","","Participation in Australia Israel UK Leadership Dialogue, including 
discussions on the Middle East peace process and security in the region.","","£1,586.00",,"25/07/2014","11/09/2014",,"1298","",
"C0106263","NO2EU [De-registered 01/11/14]","Political Party","","",,,"National Union of Rail Maritime & Transport Workers, Unity House","Trade Union","","NW1 1JD","Cash","","","","£20,000.00","01/03/2014","02/03/2014","15/10/2014",,"2164","",
"C0106264","Conservative Christian Fellowship","Regulated Donee","Members Association","",,,"Mr Andrew Green","Individual","","","Cash","","","","£20,000.00","16/09/2014","16/09/2014","24/09/2014",,"1305","",
"NC0106265","Ms Anne-Marie Trevelyan","Regulated Donee","Candidate","",,,"Trevelyan Campaign Fund, Witton Shield House","Unincorporated Association","","NE61 4NL","Non Cash","Consultancy services","","","£2,340.00","15/09/2014","15/09/2014","18/09/2014",,"2192","",
"C0106266","Progress Ltd","Regulated Donee","Members Association","",,,"Lord David Sainsbury","Individual","","","Cash","","","","£65,000.00","30/09/2014","01/10/2014","03/10/2014",,"1306","",
"C0106267","Movement for Change","Regulated Donee","Members Association","",,,"Lord David Sainsbury","Individual","","","Cash","","","","£20,000.00","17/09/2014","02/10/2014","06/10/2014",,"1731","",
"C0106268","Mr David Warburton","Regulated Donee","Candidate","",,,"James Townshend, Ilcheser Estates","Limited Liability Partnership","","DT2 0LF","Cash","","","","£5,000.00","26/09/2014","06/10/2014","09/10/2014",,"2225","",
"C0106269","Plaid Cymru - The Party of Wales","Political Party","","",,,"Mr Idris Owen","Individual","","","Cash","","","","£10,000.00","05/08/2014","05/08/2014","30/10/2014",,"77","",
"C0106271","Ms Seema Louise Ghiassi Kennedy","Regulated Donee","Candidate","",,," Jonathan Dye","Individual","","","Cash","","","","£10,000.00","01/09/2014","09/09/2014","22/09/2014",,"2521","",
"V0106272","Mr Ian Lavery MP","Regulated Donee","MP - Member of Parliament","",,,"Farm Labor Organising Committee, AFL-CIO, 4354 US Hwy","Other","","zz0 0zz","Visit","","to meet with tobacco workers and american trade union officials to discuss issues of mutual interest with regards to UK based companies supply chains.","","£2,339.91",,"25/07/2014","08/09/2014",,"2522","",
"C0106273","Mr James Heappey","Regulated Donee","Candidate","",,,"Cayzer Trust, Cayzer House","Company",":4987694","SW1E 6NN","Cash","","","","£2,500.00","31/07/2014","31/07/2014","08/09/2014",,"2450","",
"C0106274","Ms Rowenna Davis","Regulated Donee","Candidate","",,,"Mr Adam Bartlett","Individual","","","Cash","","","","£3,000.00","29/08/2014","29/08/2014","03/10/2014",,"2259","",
"C0106275","Deep Blue","Regulated Donee","Members Association","",,,"Mr Aldous Birchall","Individual","","","Cash","","","","£2,500.00","16/07/2014","13/08/2014","08/09/2014",,"2523","",
"C0106298","Co-operative Party","Political Party","","",,,"Central England Co-operative, Hermes Road","Friendly Society","","WS13 6RH","Cash","","","","£72,314.00","24/07/2014","24/07/2014","23/10/2014",,"119","",
"C0106299","Co-operative Party","Political Party","","",,,"Midcounties Co-operative Ltd, Co-operative House","Friendly Society","","CV34 6DA","Cash","","","","£15,000.00","29/09/2014","29/09/2014","23/10/2014",,"119","",
"C0106300","Co-operative Party","Political Party","","Scottish",,,"Scottish Midland Co-operative Society Ltd, Hillwood House","Friendly Society","","EH28 8QJ","Cash","","","","£15,000.00","18/09/2014","18/09/2014","23/10/2014",,"119","879",
"C0106301","Scottish Green Party","Political Party","","",,,"Mr Charles Cornelius","Individual","","","Cash","","","","£12,500.00","01/09/2014","01/09/2014","27/10/2014",,"130","",
"C0106302","Green Party","Political Party","","",,,"Mr Harold Immanuel","Individual","","","Cash","","","","£7,000.00","19/05/2014","19/05/2014","30/10/2014",,"63","",
"C0106303","Green Party","Political Party","","",,,"Mr Harold Immanuel","Individual","","","Cash","","","","£6,000.00","01/07/2014","01/07/2014","30/10/2014",,"63","",
"C0106304","Green Party","Political Party","","",,,"Mr Rupert Read","Individual","","","Cash","","","","£4,000.00","15/07/2014","15/07/2014","30/10/2014",,"63","",
"C0106305","Green Party","Political Party","","",,,"Mr John L Pemberton","Individual","","","Cash","","","","£20,000.00","21/07/2014","21/07/2014","30/10/2014",,"63","",
"C0106307","Green Party","Political Party","","",,,"Mr Martin Bevis Gillett","Individual","","","Cash","","","","£6,000.00","01/08/2014","01/08/2014","30/10/2014",,"63","",
"C0106309","Green Party","Political Party","","",,,"Mrs Marian Tucker","Individual","","","Cash","","","","£1,166.66","12/02/2014","12/02/2014","30/10/2014",,"63","",
"C0106310","Green Party","Political Party","","",,,"Mrs Marian Tucker","Individual","","","Cash","","","","£1,166.66","12/03/2014","12/03/2014","30/10/2014",,"63","",
"C0106311","Green Party","Political Party","","",,,"Mrs Marian Tucker","Individual","","","Cash","","","","£1,166.66","14/04/2014","14/04/2014","30/10/2014",,"63","",
"C0106312","Green Party","Political Party","","",,,"Mrs Marian Tucker","Individual","","","Cash","","","","£1,166.66","12/05/2014","12/05/2014","30/10/2014",,"63","",
"C0106313","Green Party","Political Party","","",,,"Mrs Marian Tucker","Individual","","","Cash","","","","£1,166.66","12/06/2014","12/06/2014","30/10/2014",,"63","",
"C0106314","Green Party","Political Party","","",,,"Mrs Marian Tucker","Individual","","","Cash","","","","£1,166.66","14/07/2014","14/07/2014","30/10/2014",,"63","",
"C0106315","Green Party","Political Party","","",,,"Mr Rupert Read","Individual","","","Cash","","","","£5,000.00","31/08/2014","31/08/2014","30/10/2014",,"63","",
"C0106316","Green Party","Political Party","","",,,"Mrs Marian Tucker","Individual","","","Cash","","","","£1,166.66","12/09/2014","12/09/2014","30/10/2014",,"63","",
"C0106317","Green Party","Political Party","","",,,"Mrs Marian Tucker","Individual","","","Cash","","","","£1,166.66","12/08/2014","12/08/2014","30/10/2014",,"63","",
"C0106318","Green Party","Political Party","","",,,"Mr Patrick Ralph","Individual","","","Cash","","","","£10,000.00","15/08/2014","01/09/2014","30/10/2014",,"63","",
"C0106319","Green Party","Political Party","","",,,"Mr Mark Constantine","Individual","","","Cash","","","","£8,400.00","25/09/2014","25/09/2014","30/10/2014",,"63","",
"C0106320","Green Party","Political Party","","North Somerset",,,"Mr Peter Waldschmidt","Individual","","","Cash","","","","£1,550.00","31/07/2014","02/09/2014","30/10/2014",,"63","3633",
"C0106321","Green Party","Political Party","","London Federation",,,"Ms Jean Lambert MEP","Individual","","","Cash","","","","£600.00","01/07/2014","23/07/2014","30/10/2014",,"63","3602",
"C0106322","Green Party","Political Party","","London Federation",,,"Ms Jean Lambert MEP","Individual","","","Cash","","","","£600.00","01/08/2014","01/09/2014","30/10/2014",,"63","3602",
"C0106323","Green Party","Political Party","","London Federation",,,"Ms Jean Lambert MEP","Individual","","","Cash","","","","£600.00","01/09/2014","01/09/2014","30/10/2014",,"63","3602",
"C0106324","Green Party","Political Party","","Birmingham",,,"Mr Peter Beck","Individual","","","Cash","","","","£2,000.00","19/08/2014","17/09/2014","30/10/2014",,"63","3501",
"PF0106333","Green Party","Political Party","","",,,"House of Commons","Public Fund","","SW1A 0AA","Public Funds","Short Money (House of Commons)","","","£5,345.92","28/07/2014","28/07/2014","30/10/2014",,"63","",
"PF0106334","Green Party","Political Party","","",,,"House of Commons","Public Fund","","SW1A 0AA","Public Funds","Short Money (House of Commons)","","","£5,345.92","27/08/2014","27/08/2014","30/10/2014",,"63","",
"PF0106335","Green Party","Political Party","","",,,"House of Commons","Public Fund","","SW1A 0AA","Public Funds","Short Money (House of Commons)","","","£5,345.92","26/09/2014","26/09/2014","30/10/2014",,"63","",
"C0106336","UK Independence Party (UKIP)","Political Party","","",,,"Mr Robin Birley","Individual","","","Cash","","","","£5,000.00","09/09/2014","10/09/2014","29/10/2014",,"85","",
